conversation_id,dialog_turn_counter,request_timestamp,response_timestamp,input.text,output.text,nodes_visited,branch_exited_reason,intent,intent_confidence,entities,prev_nodes_visited,conversation_start,message_start,message_end,dialog_turn_number,conversation_length
078faff6-d77d-4a65-8528-b79ef5e2e897,5.0,2021-05-01 18:47:13.742000+00:00,2021-05-01 18:47:13.796000+00:00,what is up to you?,,(),fallback,,0.0,,"('node_2_1618232685966',)",2021-05-01 18:46:04.858000+00:00,0 days 00:00:45.331000000,0 days 00:01:08.884000000,5,6
078faff6-d77d-4a65-8528-b79ef5e2e897,6.0,2021-05-01 18:47:31.014000+00:00,2021-05-01 18:47:31.182000+00:00,do you understand the english language?,Auf Wiedersehen.,"('node_2_1618232685966',)",,General_Ending,0.591175127029419,,(),2021-05-01 18:46:04.858000+00:00,0 days 00:01:08.938000000,0 days 00:01:26.156000000,6,6
100cc2c8-bf53-4405-9511-b60a326ca15a,1.0,2021-04-30 16:16:53.964000+00:00,2021-04-30 16:16:53.991000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-04-30 16:16:53.964000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,12
100cc2c8-bf53-4405-9511-b60a326ca15a,2.0,2021-04-30 16:16:57.812000+00:00,2021-04-30 16:16:57.842000+00:00,Servus!,Bis bald!,"('node_2_1618232685966',)",,General_Ending,1.0,,"('Willkommen',)",2021-04-30 16:16:53.964000+00:00,0 days 00:00:00.027000000,0 days 00:00:03.848000000,2,12
100cc2c8-bf53-4405-9511-b60a326ca15a,3.0,2021-04-30 16:18:21.511000+00:00,2021-04-30 16:18:21.581000+00:00,Guten Abend! Ich möchte meine Adresse ändern.,Dabei kann ich Ihnen gerne helfen! Möchten Sie Ihre Adresse ändern?,"('node_4_1616254197330',)",,Customer_Care_User_newAddress,0.9365150928497314,,"('node_2_1618232685966',)",2021-04-30 16:16:53.964000+00:00,0 days 00:00:03.878000000,0 days 00:01:27.547000000,3,12
100cc2c8-bf53-4405-9511-b60a326ca15a,4.0,2021-04-30 16:18:25.640000+00:00,2021-04-30 16:18:25.686000+00:00,ja,Geben Sie bitte Ihre Kundennummer ein!,"('node_10_1617382729227',)",,General_Positive_Feedback,0.9074244499206543,"({'entity': 'yes', 'location': [0, 2], 'value': 'ja', 'confidence': 1},)","('node_4_1616254197330',)",2021-04-30 16:16:53.964000+00:00,0 days 00:01:27.617000000,0 days 00:01:31.676000000,4,12
100cc2c8-bf53-4405-9511-b60a326ca15a,5.0,2021-04-30 16:18:50.390000+00:00,2021-04-30 16:18:50.427000+00:00,1239744,Diese Kundennummer gibt es nicht! Geben Sie die Kundennummer bitte erneut ein.,"('node_9_1617383057242',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [3, 6], 'groups': [{'group': 'group_0', 'location': [3, 6]}], 'value': '1', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [6, 7], 'groups': [{'group': 'group_0', 'location': [6, 7]}], 'value': '1', 'confidence': 1})","('node_10_1617382729227',)",2021-04-30 16:16:53.964000+00:00,0 days 00:01:31.722000000,0 days 00:01:56.426000000,5,12
100cc2c8-bf53-4405-9511-b60a326ca15a,6.0,2021-04-30 16:18:57.088000+00:00,2021-04-30 16:18:57.126000+00:00,123458,Geben Sie bitte Ihre neue PLZ ein!,"('node_5_1617382811235',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'Kundennummer', 'location': [0, 6], 'value': '123458', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [3, 6], 'groups': [{'group': 'group_0', 'location': [3, 6]}], 'value': '1', 'confidence': 1})","('node_9_1617383057242',)",2021-04-30 16:16:53.964000+00:00,0 days 00:01:56.463000000,0 days 00:02:03.124000000,6,12
100cc2c8-bf53-4405-9511-b60a326ca15a,7.0,2021-04-30 16:19:04.593000+00:00,2021-04-30 16:19:04.630000+00:00,4020,Ihre Eingabe 4020 wurde erkannt. Geben Sie bitte den Ort ein!,"('node_10_1617382902915',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'PLZ', 'location': [0, 4], 'value': '4020', 'confidence': 1})","('node_5_1617382811235',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:03.162000000,0 days 00:02:10.629000000,7,12
100cc2c8-bf53-4405-9511-b60a326ca15a,8.0,2021-04-30 16:19:08.879000+00:00,2021-04-30 16:19:08.947000+00:00,Linz,Geben Sie bitte Ihre Strasse ein!,"('node_10_1617648536857',)",,,0.0,"({'entity': 'Strasse', 'location': [0, 4], 'value': 'Linz', 'confidence': 1}, {'entity': 'Ort', 'location': [0, 4], 'value': 'Linz', 'confidence': 1})","('node_10_1617382902915',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:10.666000000,0 days 00:02:14.915000000,8,12
100cc2c8-bf53-4405-9511-b60a326ca15a,9.0,2021-04-30 16:19:16.520000+00:00,2021-04-30 16:19:16.561000+00:00,Hauptplatz,Geben Sie bitte Ihre Hausnummer (inkl. Adresszusatz) ein!,"('node_6_1618214172269',)",,,0.0,"({'entity': 'Strasse', 'location': [0, 10], 'value': 'Hauptplatz', 'confidence': 1},)","('node_10_1617648536857',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:14.983000000,0 days 00:02:22.556000000,9,12
100cc2c8-bf53-4405-9511-b60a326ca15a,10.0,2021-04-30 16:19:33.532000+00:00,2021-04-30 16:19:33.598000+00:00,Hoftrakt Top 8,Vielen Dank für Ihre Eingaben. Wollen Sie die folgende Adresse für Ihre Kundennummer 123458 bestätigen? Hauptplatz Hoftrakt Top 8 in 4020 Linz.,"('node_3_1618230277488',)",,General_Ending,0.5467081069946289,"({'entity': 'Hausnummer', 'location': [13, 14], 'groups': [{'group': 'group_0', 'location': [13, 14]}], 'value': '1', 'confidence': 1},)","('node_6_1618214172269',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:22.597000000,0 days 00:02:39.568000000,10,12
100cc2c8-bf53-4405-9511-b60a326ca15a,11.0,2021-04-30 16:19:43.746000+00:00,2021-04-30 16:19:43.795000+00:00,ja bitte!,Ihre Adresse wird  aktualisiert. Sie erhalten in Kürze ein Bestätigungsmail. Auf Wiedersehen.,"('node_9_1618232019798',)",,General_Positive_Feedback,0.88598952293396,"({'entity': 'yes', 'location': [0, 2], 'value': 'ja', 'confidence': 1},)","('node_3_1618230277488',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:39.634000000,0 days 00:02:49.782000000,11,12
100cc2c8-bf53-4405-9511-b60a326ca15a,12.0,2021-04-30 16:19:51.336000+00:00,2021-04-30 16:19:51.376000+00:00,Bye Bye!,Schönen Tag noch!,"('node_2_1618232685966',)",fallback,General_Ending,0.9870094299316408,,"('node_9_1618232019798',)",2021-04-30 16:16:53.964000+00:00,0 days 00:02:49.831000000,0 days 00:02:57.372000000,12,12
177a87d2-c5fe-4ba9-a1c8-0b0d62c647b4,1.0,2021-04-29 15:18:02.553000+00:00,2021-04-29 15:18:02.622000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-04-29 15:18:02.553000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,1
25d08bb1-f048-434c-9f16-43e084282469,1.0,2021-05-03 07:20:50.245000+00:00,2021-05-03 07:20:50.360000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-05-03 07:20:50.245000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,1
277f5e9a-9440-4421-942d-0c1de57797d1,1.0,2021-04-24 18:14:50.862000+00:00,2021-04-24 18:14:50.979000+00:00,,"Hallo. Ich bin Eliza und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-04-24 18:14:50.862000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,1
2d7aefb5-265d-445f-9820-c912f8c2389f,1.0,2021-04-29 15:17:57.347000+00:00,2021-04-29 15:17:57.372000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-04-29 15:17:57.347000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,1
369eaea8-dabe-4186-86fb-63eb129ba4c9,1.0,2021-05-02 19:33:25.140000+00:00,2021-05-02 19:33:25.240000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-05-02 19:33:25.140000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,1
3ef021e3-32e6-44e5-82a8-ed3ccd905268,1.0,2021-05-03 09:24:08.470000+00:00,2021-05-03 09:24:08.509000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-05-03 09:24:08.470000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,2.0,2021-05-03 09:24:17.759000+00:00,2021-05-03 09:24:20.846000+00:00,hi,Wie kann ich Ihnen helfen?,"('node_6_1616420354968',)",completed,General_Greetings,1.0,,"('Willkommen',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:00.039000000,0 days 00:00:09.289000000,2,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,3.0,2021-05-03 09:24:32.591000+00:00,2021-05-03 09:24:32.672000+00:00,ich habe eine neue wohnung bekommen,,"('root',)",,Customer_Care_User_newAddress,0.6141439437866212,,"('node_6_1616420354968',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:12.376000000,0 days 00:00:24.121000000,3,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,4.0,2021-05-03 09:24:40.937000+00:00,2021-05-03 09:24:40.962000+00:00,ich habe eine neue wohnung bekommen,Dabei kann ich Ihnen gerne helfen! Möchten Sie Ihre Adresse ändern?,"('node_4_1616254197330',)",,Customer_Care_User_newAddress,1.0,,"('root',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:24.202000000,0 days 00:00:32.467000000,4,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,5.0,2021-05-03 09:24:47.183000+00:00,2021-05-03 09:24:47.213000+00:00,ja,Geben Sie bitte Ihre Kundennummer ein!,"('node_10_1617382729227',)",,General_Positive_Feedback,0.9074244499206543,"({'entity': 'yes', 'location': [0, 2], 'value': 'ja', 'confidence': 1},)","('node_4_1616254197330',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:32.492000000,0 days 00:00:38.713000000,5,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,6.0,2021-05-03 09:24:54.833000+00:00,2021-05-03 09:24:54.864000+00:00,123681,Geben Sie bitte Ihre neue PLZ ein!,"('node_5_1617382811235',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'Kundennummer', 'location': [0, 6], 'value': '123681', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [3, 6], 'groups': [{'group': 'group_0', 'location': [3, 6]}], 'value': '1', 'confidence': 1})","('node_10_1617382729227',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:38.743000000,0 days 00:00:46.363000000,6,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,7.0,2021-05-03 09:25:00.867000+00:00,2021-05-03 09:25:00.955000+00:00,1220,Ihre Eingabe 1220 wurde erkannt. Geben Sie bitte den Ort ein!,"('node_10_1617382902915',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'PLZ', 'location': [0, 4], 'value': '1220', 'confidence': 1})","('node_5_1617382811235',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:46.394000000,0 days 00:00:52.397000000,7,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,8.0,2021-05-03 09:25:07.249000+00:00,2021-05-03 09:25:07.274000+00:00,wien,Geben Sie bitte Ihre Strasse ein!,"('node_10_1617648536857',)",,General_Ending,0.4089723825454712,"({'entity': 'Ort', 'location': [0, 4], 'value': 'Wien', 'confidence': 1},)","('node_10_1617382902915',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:52.485000000,0 days 00:00:58.779000000,8,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,9.0,2021-05-03 09:25:14.244000+00:00,2021-05-03 09:25:14.290000+00:00,stadlauer strasse,Geben Sie bitte Ihre Hausnummer (inkl. Adresszusatz) ein!,"('node_6_1618214172269',)",,General_Ending,0.5198479175567627,"({'entity': 'Strasse', 'location': [0, 17], 'value': 'Stadlauer Straße', 'confidence': 1},)","('node_10_1617648536857',)",2021-05-03 09:24:08.470000+00:00,0 days 00:00:58.804000000,0 days 00:01:05.774000000,9,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,10.0,2021-05-03 09:25:21.534000+00:00,2021-05-03 09:25:21.569000+00:00,64/2/38,Vielen Dank für Ihre Eingaben. Wollen Sie die folgende Adresse für Ihre Kundennummer 123681 bestätigen? Stadlauer Straße 64/2/38 in 1220 Wien.,"('node_3_1618230277488',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 2], 'groups': [{'group': 'group_0', 'location': [0, 2]}], 'value': '1', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [3, 4], 'groups': [{'group': 'group_0', 'location': [3, 4]}], 'value': '1', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [5, 7], 'groups': [{'group': 'group_0', 'location': [5, 7]}], 'value': '1', 'confidence': 1})","('node_6_1618214172269',)",2021-05-03 09:24:08.470000+00:00,0 days 00:01:05.820000000,0 days 00:01:13.064000000,10,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,11.0,2021-05-03 09:25:26.925000+00:00,2021-05-03 09:25:26.949000+00:00,j,Ihre Adresse wird  aktualisiert. Sie erhalten in Kürze ein Bestätigungsmail. Auf Wiedersehen.,"('node_9_1618232019798',)",,General_Positive_Feedback,1.0,"({'entity': 'yes', 'location': [0, 1], 'value': 'j', 'confidence': 1},)","('node_3_1618230277488',)",2021-05-03 09:24:08.470000+00:00,0 days 00:01:13.099000000,0 days 00:01:18.455000000,11,12
3ef021e3-32e6-44e5-82a8-ed3ccd905268,12.0,2021-05-03 09:25:34.963000+00:00,2021-05-03 09:25:34.994000+00:00,danke,Bis bald!,"('node_2_1618232685966',)",fallback,General_Ending,0.6131723403930665,,"('node_9_1618232019798',)",2021-05-03 09:24:08.470000+00:00,0 days 00:01:18.479000000,0 days 00:01:26.493000000,12,12
3f7cc4e6-4abf-440d-b065-6b9a6734c556,1.0,2021-04-29 15:36:23.976000+00:00,2021-04-29 15:36:24.017000+00:00,,"Hallo. Ich bin Lea und freue mich, von Ihnen zu hören!","('Willkommen',)",completed,,0.0,,,2021-04-29 15:36:23.976000+00:00,0 days 00:00:00.000000000,0 days 00:00:00.000000000,1,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,2.0,2021-04-29 15:36:27.374000+00:00,2021-04-29 15:36:27.411000+00:00,hallo.,Wie kann ich Ihnen helfen?,"('node_6_1616420354968',)",completed,General_Greetings,0.8472726821899415,,"('Willkommen',)",2021-04-29 15:36:23.976000+00:00,0 days 00:00:00.041000000,0 days 00:00:03.398000000,2,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,3.0,2021-04-29 15:36:43.942000+00:00,2021-04-29 15:36:44.007000+00:00,ich möchte einen flug nach amsterdam buchen,,"('root',)",,Customer_Care_Contact_Us,0.46641168594360355,"({'entity': 'Strasse', 'location': [37, 43], 'value': 'Buchen', 'confidence': 1}, {'entity': 'Ort', 'location': [37, 43], 'value': 'Buchen', 'confidence': 1})","('node_6_1616420354968',)",2021-04-29 15:36:23.976000+00:00,0 days 00:00:03.435000000,0 days 00:00:19.966000000,3,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,4.0,2021-04-29 15:36:52.108000+00:00,2021-04-29 15:36:52.137000+00:00,ich möchte einen flug nach amsterdam buchen,,(),fallback,,0.0,"({'entity': 'Strasse', 'location': [37, 43], 'value': 'Buchen', 'confidence': 1}, {'entity': 'Ort', 'location': [37, 43], 'value': 'Buchen', 'confidence': 1})","('root',)",2021-04-29 15:36:23.976000+00:00,0 days 00:00:20.031000000,0 days 00:00:28.132000000,4,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,5.0,2021-04-29 15:36:58.578000+00:00,2021-04-29 15:36:58.600000+00:00,hallo,Was darf ich heute für Sie tun?,"('node_6_1616420354968',)",completed,General_Greetings,0.8472726821899415,,(),2021-04-29 15:36:23.976000+00:00,0 days 00:00:28.161000000,0 days 00:00:34.602000000,5,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,6.0,2021-04-29 15:37:16.062000+00:00,2021-04-29 15:37:16.193000+00:00,ich möchte statt der flugbuchung bitte meine adressdaten ändern lassen,Dabei kann ich Ihnen gerne helfen! Möchten Sie Ihre Adresse ändern?,"('node_4_1616254197330',)",,Customer_Care_User_newAddress,0.9621357917785645,"({'entity': 'Strasse', 'location': [64, 70], 'value': 'Lassen', 'confidence': 1}, {'entity': 'Ort', 'location': [64, 70], 'value': 'Lassen', 'confidence': 1})","('node_6_1616420354968',)",2021-04-29 15:36:23.976000+00:00,0 days 00:00:34.624000000,0 days 00:00:52.086000000,6,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,7.0,2021-04-29 15:37:25.268000+00:00,2021-04-29 15:37:25.298000+00:00,ja,Geben Sie bitte Ihre Kundennummer ein!,"('node_10_1617382729227',)",,General_Positive_Feedback,0.9074244499206543,"({'entity': 'yes', 'location': [0, 2], 'value': 'ja', 'confidence': 1},)","('node_4_1616254197330',)",2021-04-29 15:36:23.976000+00:00,0 days 00:00:52.217000000,0 days 00:01:01.292000000,7,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,8.0,2021-04-29 15:37:31.321000+00:00,2021-04-29 15:37:31.342000+00:00,123569,Geben Sie bitte Ihre neue PLZ ein!,"('node_5_1617382811235',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'Kundennummer', 'location': [0, 6], 'value': '123569', 'confidence': 1}, {'entity': 'Hausnummer', 'location': [3, 6], 'groups': [{'group': 'group_0', 'location': [3, 6]}], 'value': '1', 'confidence': 1})","('node_10_1617382729227',)",2021-04-29 15:36:23.976000+00:00,0 days 00:01:01.322000000,0 days 00:01:07.345000000,8,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,9.0,2021-04-29 15:37:40.819000+00:00,2021-04-29 15:37:40.855000+00:00,1220,Ihre Eingabe 1220 wurde erkannt. Geben Sie bitte den Ort ein!,"('node_10_1617382902915',)",,,0.0,"({'entity': 'Hausnummer', 'location': [0, 3], 'groups': [{'group': 'group_0', 'location': [0, 3]}], 'value': '1', 'confidence': 1}, {'entity': 'PLZ', 'location': [0, 4], 'value': '1220', 'confidence': 1})","('node_5_1617382811235',)",2021-04-29 15:36:23.976000+00:00,0 days 00:01:07.366000000,0 days 00:01:16.843000000,9,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,10.0,2021-04-29 15:37:44.717000+00:00,2021-04-29 15:37:44.754000+00:00,Wien,Geben Sie bitte Ihre Strasse ein!,"('node_10_1617648536857',)",,General_Ending,0.4089723825454712,"({'entity': 'Ort', 'location': [0, 4], 'value': 'Wien', 'confidence': 1},)","('node_10_1617382902915',)",2021-04-29 15:36:23.976000+00:00,0 days 00:01:16.879000000,0 days 00:01:20.741000000,10,14
3f7cc4e6-4abf-440d-b065-6b9a6734c556,11.0,2021-04-29 15:37:56.890000+00:00,2021-04-29 15:37:56.918000+00:00,Am Kaisermühlendamm,Geben Sie bitte Ihre Hausnummer (inkl. Adresszusatz) ein!,"('node_6_1618214172269',)",,General_Positive_Feedback,0.5475107192993165,"({'entity': 'Strasse', 'location': [0, 19], 'value': 'Am Kaisermühlendamm', 'confidence': 1},)","('node_10_1617648536857',)",2021-04-29 15:36:23.976000+00:00,0 days 00:01:20.778000000,0 days 00:01:32.914000000,11,14
